id,Слово,Перевод,Тип,Курс,Урок
2577,akit,"договор, контракт",İSİMLER,C1,UNITE8
2578,kamu,"общественность, публичный сектор",İSİMLER,C1,UNITE8
2579,otorite,"власть, авторитет",İSİMLER,C1,UNITE8
2297,eser,"произведение, след, признак",İSİMLER,C1,UNITE8
2580,müebbet,"пожизненный (приговор, заключение)",İSİMLER,C1,UNITE8
2581,işkence,пытка,İSİMLER,C1,UNITE8
2582,sera,"теплица, парник",İSİMLER,C1,UNITE8
2583,minyatür,миниатюра,İSİMLER,C1,UNITE8
2584,moloz,"щебень, строительный мусор",İSİMLER,C1,UNITE8
2585,poster,"плакат, постер",İSİMLER,C1,UNITE8
2586,lağım,"канализация, сточная канава",İSİMLER,C1,UNITE8
2587,hibe,"грант, пожертвование",İSİMLER,C1,UNITE8
2588,çatışmak,"сталкиваться, конфликтовать",FİİLLER,C1,UNITE8
2589,zikretmek,"упоминать, поминать",FİİLLER,C1,UNITE8
2590,volta atmak,"ходить взад-вперед, расхаживать",FİİLLER,C1,UNITE8
2591,yolunu bulmak,находить свой путь,FİİLLER,C1,UNITE8
1550,bocalamak,"метаться, колебаться",FİİLLER,C1,UNITE8
2592,önemsemek,"придавать значение, заботиться",FİİLLER,C1,UNITE8
2593,öngörmek,"предвидеть, предусматривать",FİİLLER,C1,UNITE8
2594,örgütlenmek,организовываться,FİİLLER,C1,UNITE8
2595,temin etmek,"обеспечивать, добывать",FİİLLER,C1,UNITE8
2374,oymak,"вырезать, выдалбливать",FİİLLER,C1,UNITE8
2596,kavramak,"схватывать, понимать",FİİLLER,C1,UNITE8
2597,edinmek,приобретать,FİİLLER,C1,UNITE8
2067,kapsamak,"охватывать, включать",FİİLLER,C1,UNITE8
1106,bilmece,загадка,İSİMLER,C1,UNITE9
2598,cemiyet,"общество, ассоциация",İSİMLER,C1,UNITE9
2113,destan,эпос,İSİMLER,C1,UNITE9
2599,ehemmiyet,важность,İSİMLER,C1,UNITE9
2600,enflasyon,инфляция,İSİMLER,C1,UNITE9
2601,espri,"шутка, остроумие",İSİMLER,C1,UNITE9
2602,fay hattı,линия разлома,İSİMLER,C1,UNITE9
1113,fıkra,"анекдот, статья (закона), пункт",İSİMLER,C1,UNITE9
2603,güreşçi,борец,İSİMLER,C1,UNITE9
2604,hiciv,"сатира, высмеивание",İSİMLER,C1,UNITE9
2605,hikmetli,мудрый,İSİMLER,C1,UNITE9
2606,ırk,"раса, порода",İSİMLER,C1,UNITE9
2607,istatistik,статистика,İSİMLER,C1,UNITE9
2608,karikatür,карикатура,İSİMLER,C1,UNITE9
2609,kelepir,"выгодная покупка, дешёвка",İSİMLER,C1,UNITE9
2610,koz,"козырь, преимущество",İSİMLER,C1,UNITE9
2322,maharet,"мастерство, умение",İSİMLER,C1,UNITE9
2611,mahsul,"урожай, продукт",İSİMLER,C1,UNITE9
2612,mahsus,"специальный, особый, нарочный",İSİMLER,C1,UNITE9
2324,maksat,"цель, намерение",İSİMLER,C1,UNITE9
2613,mazeret,"оправдание, предлог",İSİMLER,C1,UNITE9
2614,meddah,"рассказчик, медиах",İSİMLER,C1,UNITE9
965,mizaç,"нрав, характер, темперамент",İSİMLER,C1,UNITE9
2615,mizah,юмор,İSİMLER,C1,UNITE9
2616,moruk,"старик, старец",İSİMLER,C1,UNITE9
2617,muhalif,"оппозиционный, противник",İSİMLER,C1,UNITE9
2618,mübalağa,преувеличение,İSİMLER,C1,UNITE9
2619,mülk,"собственность, владение",İSİMLER,C1,UNITE9
2620,müsamere,"спектакль, представление (школьное)",İSİMLER,C1,UNITE9
2621,nezaket,"вежливость, любезность",İSİMLER,C1,UNITE9
2622,nükte,"острота, тонкое замечание",İSİMLER,C1,UNITE9
2623,orta oyunu,театр Орта оюну (традиционный),İSİMLER,C1,UNITE9
2624,öksüz,"сирота (по отцу), полусирота",İSİMLER,C1,UNITE9
2625,palyaço,клоун,İSİMLER,C1,UNITE9
2626,pota,"горшок (спортивный), тигель",İSİMLER,C1,UNITE9
2627,sadaka,милостыня,İSİMLER,C1,UNITE9
2628,şive,"акцент, диалект, манера речи",İSİMLER,C1,UNITE9
1529,tarz,"стиль, манера",İSİMLER,C1,UNITE9
2629,taşlama,"сатира, высмеивание",İSİMLER,C1,UNITE9
2630,teferruat,"подробности, детали",İSİMLER,C1,UNITE9
1793,tekerleme,"скороговорка, считалка",İSİMLER,C1,UNITE9
2631,tereddüt,"колебание, нерешительность",İSİMLER,C1,UNITE9
2632,tesir,"влияние, воздействие",İSİMLER,C1,UNITE9
2060,tutku,страсть,İSİMLER,C1,UNITE9
1911,unsur,"элемент, компонент",İSİMLER,C1,UNITE9
993,unvan,"звание, титул",İSİMLER,C1,UNITE9
2633,vasıf,"качество, свойство",İSİMLER,C1,UNITE9
2634,vatoz,скат (рыба),İSİMLER,C1,UNITE9
2635,yergi,"критика, сатира",İSİMLER,C1,UNITE9
2636,yetim,сирота,İSİMLER,C1,UNITE9
2064,zarif,"изящный, утончённый",İSİMLER,C1,UNITE9
2637,zümre,"группа, сословие, класс",İSİMLER,C1,UNITE9
2418,ayırt etmek,"различать, отличать",FİİLLER,C1,UNITE9
2638,dile getirmek,"выражать, высказывать",FİİLLER,C1,UNITE9
2639,hedef almak,"ставить целью, нацеливаться",FİİLLER,C1,UNITE9
2640,içerlemek,"обижаться, таить обиду",FİİLLER,C1,UNITE9
2417,itiraz etmek,"возражать, протестовать",FİİLLER,C1,UNITE9
2067,kapsamak,"охватывать, включать",FİİLLER,C1,UNITE9
2641,mahkûm etmek,"осуждать, приговаривать",FİİLLER,C1,UNITE9
2642,meşhur etmek,"прославлять, делать знаменитым",FİİLLER,C1,UNITE9
2643,sevk etmek,"отправлять, направлять",FİİLLER,C1,UNITE9
2644,bıyık altından gülmek,"усмехаться в усы, посмеиваться исподтишка",KALIP İFADELER,C1,UNITE9
2645,dilinden düşmemek,"не сходить с языка, постоянно говорить о чём-либо",KALIP İFADELER,C1,UNITE9
2646,göze batmak,бросаться в глаза,KALIP İFADELER,C1,UNITE9
2647,gözlerinin içi gülmek,глаза сияют от счастья,KALIP İFADELER,C1,UNITE9
2648,gülmekten kırılmak,надорвать животики от смеха,KALIP İFADELER,C1,UNITE9
2649,gündem oluşturmak,"создавать повестку дня, становиться темой обсуждения",KALIP İFADELER,C1,UNITE9
2650,iş çevirmek,"заниматься делами, вертеться",KALIP İFADELER,C1,UNITE9
2651,lafın altından kalkmak,"справляться с разговором, парировать",KALIP İFADELER,C1,UNITE9
2652,şaka kaldırmak,выдерживать шутку,KALIP İFADELER,C1,UNITE9
2653,şakası olmamak,"не шутить, быть нешуточным",KALIP İFADELER,C1,UNITE9
2654,şakaya vurmak,сводить к шутке,KALIP İFADELER,C1,UNITE9
2655,yüze gülmek,"улыбаться в лицо, быть лицемерно приветливым",KALIP İFADELER,C1,UNITE9
2656,mal,"имущество, товар",İSİMLER,C1,UNITE10
1489,hizmet,услуга,İSİMLER,C1,UNITE10
1364,fiyat,цена,İSİMLER,C1,UNITE10
2657,tüketici,потребитель,İSİMLER,C1,UNITE10
2658,gelir,доход,İSİMLER,C1,UNITE10
2659,harcama,"расход, затраты",İSİMLER,C1,UNITE10
2660,talep,спрос,İSİMLER,C1,UNITE10
2661,ithal,импорт,İSİMLER,C1,UNITE10
2662,sanayileşme,индустриализация,İSİMLER,C1,UNITE10
2663,istikrar,стабильность,İSİMLER,C1,UNITE10
2600,enflasyon,инфляция,İSİMLER,C1,UNITE10
1799,varlık,"актив, имущество, существо",İSİMLER,C1,UNITE10
237,fakir,"бедный, бедняк",İSİMLER,C1,UNITE10
2664,aktif,активный,İSİMLER,C1,UNITE10
2665,aksaklık,"неисправность, сбой",İSİMLER,C1,UNITE10
1475,etkin,"активный, действенный, эффективный",İSİMLER,C1,UNITE10
2666,sorumsuz,безответственный,İSİMLER,C1,UNITE10
2667,limit,"лимит, предел",İSİMLER,C1,UNITE10
2668,kategori,категория,İSİMLER,C1,UNITE10
1455,cazip,привлекательный,İSİMLER,C1,UNITE10
1964,heves,"энтузиазм, рвение, азарт",İSİMLER,C1,UNITE10
2669,hatır,"память, внимание, уважение",İSİMLER,C1,UNITE10
2670,maruz kalmak,подвергаться,FİİLLER,C1,UNITE10
2671,hüküm sürmek,"царствовать, преобладать",FİİLLER,C1,UNITE10
2672,adlandırmak,называть,FİİLLER,C1,UNITE10
2673,görebilmek,"иметь возможность видеть, суметь увидеть",FİİLLER,C1,UNITE10
2067,kapsamak,"охватывать, включать",FİİLLER,C1,UNITE10
2674,üşenmek,лениться,FİİLLER,C1,UNITE10
2675,aşina,знакомый,İSİMLER,C1,UNITE11
2676,atık,"отходы, отбросы",İSİMLER,C1,UNITE11
1154,atmosfer,атмосфера,İSİMLER,C1,UNITE11
2215,barınma,"жильё, кров, укрытие",İSİMLER,C1,UNITE11
2677,basık,"приземистый, низкий",İSİMLER,C1,UNITE11
2678,bilimkurgu,научная фантастика,İSİMLER,C1,UNITE11
1956,buhar,пар,İSİMLER,C1,UNITE11
2679,buzul,ледник,İSİMLER,C1,UNITE11
2680,çap,"диаметр, масштаб",İSİMLER,C1,UNITE11
2681,çölleşme,опустынивание,İSİMLER,C1,UNITE11
2682,doku,"ткань, текстура, структура",İSİMLER,C1,UNITE11
2683,dürtü,"импульс, позыв",İSİMLER,C1,UNITE11
2684,egemen,суверенный,İSİMLER,C1,UNITE11
1257,ekip,"команда, экипаж",İSİMLER,C1,UNITE11
2685,eksantrik,"эксцентричный, эксцентрик",İSİMLER,C1,UNITE11
2686,ekvator,экватор,İSİMLER,C1,UNITE11
2687,elipsoid,эллипсоид,İSİMLER,C1,UNITE11
2688,fosil,"окаменелость, ископаемое",İSİMLER,C1,UNITE11
2221,göç,"миграция, переселение, перелёт",İSİMLER,C1,UNITE11
2689,hammadde,сырьё,İSİMLER,C1,UNITE11
2606,ırk,"раса, порода",İSİMLER,C1,UNITE11
1185,iklim,климат,İSİMLER,C1,UNITE11
2690,ilke,принцип,İSİMLER,C1,UNITE11
2691,inanış,"верование, убеждение",İSİMLER,C1,UNITE11
2228,ipucu,"ключ, подсказка",İSİMLER,C1,UNITE11
2692,kalkınma,развитие,İSİMLER,C1,UNITE11
2693,kardiyovasküler,сердечно-сосудистый,İSİMLER,C1,UNITE11
2694,kasırga,"ураган, смерч, торнадо",İSİMLER,C1,UNITE11
778,kısım,"часть, раздел",İSİMLER,C1,UNITE11
2695,kıyas,"сравнение, аналогия",İSİMLER,C1,UNITE11
2696,kireç,известь,İSİMLER,C1,UNITE11
2697,klostrofobi,клаустрофобия,İSİMLER,C1,UNITE11
1041,klozet,унитаз,İSİMLER,C1,UNITE11
2698,kozmonot,космонавт,İSİMLER,C1,UNITE11
1197,kuraklık,засуха,İSİMLER,C1,UNITE11
2699,kutup,полюс,İSİMLER,C1,UNITE11
2700,küre,"шар, сфера",İSİMLER,C1,UNITE11
2701,küremsi,"сферический, шарообразный",İSİMLER,C1,UNITE11
2702,maceraperest,авантюрист,İSİMLER,C1,UNITE11
2703,milat,"летоисчисление, начало",İSİMLER,C1,UNITE11
2704,mürettebat,"экипаж, команда",İSİMLER,C1,UNITE11
971,okyanus,океан,İSİMLER,C1,UNITE11
2705,oluşum,"образование, формирование",İSİMLER,C1,UNITE11
1674,ortalama,"среднее значение, средний",İSİMLER,C1,UNITE11
2706,radyatör,радиатор,İSİMLER,C1,UNITE11
2707,rant,"рента, доход",İSİMLER,C1,UNITE11
2708,ritüel,ритуал,İSİMLER,C1,UNITE11
2709,sağ salim,целым и невредимым,İSİMLER,C1,UNITE11
2710,sapma,отклонение,İSİMLER,C1,UNITE11
1204,sel,"наводнение, поток",İSİMLER,C1,UNITE11
2582,sera,"теплица, парник",İSİMLER,C1,UNITE11
2711,simülasyon,"симуляция, моделирование",İSİMLER,C1,UNITE11
2712,solunum,дыхание,İSİMLER,C1,UNITE11
2713,sürdürülebilirlik,"устойчивость, устойчивое развитие",İSİMLER,C1,UNITE11
2714,tahrip,разрушение,İSİMLER,C1,UNITE11
2715,taşkın,"наводнение, паводок",İSİMLER,C1,UNITE11
2716,tehdit,угроза,İSİMLER,C1,UNITE11
2717,tesisat,"установка, оборудование",İSİMLER,C1,UNITE11
2718,tespit,"определение, обнаружение, фиксация",İSİMLER,C1,UNITE11
2719,tetikle-,"спусковой механизм, запускать",İSİMLER,C1,UNITE11
2720,tolerans,"терпимость, допуск",İSİMLER,C1,UNITE11
2721,topografik,топографический,İSİMLER,C1,UNITE11
2722,uydu,спутник,İSİMLER,C1,UNITE11
1403,uyum,"гармония, адаптация, соответствие",İSİMLER,C1,UNITE11
2723,vantilatör,вентилятор,İSİMLER,C1,UNITE11
2020,yakıt,топливо,İSİMLER,C1,UNITE11
2724,yarıçap,радиус,İSİMLER,C1,UNITE11
2725,yerçekimi,"гравитация, сила тяжести",İSİMLER,C1,UNITE11
2726,yerküre,земной шар,İSİMLER,C1,UNITE11
2727,zirve,"пик, вершина, апогей",İSİMLER,C1,UNITE11
2728,bilinçlendirmek,"повышать осведомлённость, просвещать",FİİLLER,C1,UNITE11
2729,karşı karşıya kalmak,сталкиваться,FİİLLER,C1,UNITE11
1818,saptamak,"определять, устанавливать, выявлять",FİİLLER,C1,UNITE11
2730,yığılmak,"накапливаться, громоздиться",FİİLLER,C1,UNITE11
2731,zedelemek,"повреждать, ущемлять",FİİLLER,C1,UNITE11
2732,nesil,поколение,İSİMLER,C1,UNITE12
2733,zamane,"нынешнее время, эпоха",İSİMLER,C1,UNITE12
2734,mecra,"среда, канал, медиа",İSİMLER,C1,UNITE12
1868,çarpıcı,"яркий, поразительный",İSİMLER,C1,UNITE12
